User-ID,User-City,User-State,User-Age,User-Country,User-Decade
80121,norman,oklahoma,24,united states,2
80135,ipoh,perak,29,malaysia,2
80144,norfolk,virginia,42,united states,4
80145,washington,maine,14,united states,1
80157,bucharest,na,19,romania,1
80192,mahopac,new york,29,united states,2
80198,rockville,maryland,30,united states,3
80201,long branch,new jersey,36,united states,3
80202,olympia,washington,35,united states,3
80203,olympia,wa,34,united states,3
80208,arlington,virginia,31,united states,3
80211,northridge,california,36,united states,3
80214,fenton,missouri,41,united states,4
80218,morpeth,england,34,united kingdom,3
80234,riverdale,illinois,27,united states,2
80238,huntsville,alabama,40,united states,4
80246,gold river,california,36,united states,3
80266,lich,hessen,42,germany,4
80270,katy,texas,58,united states,5
80276,yucaipa,california,29,united states,2
80279,st louis,missouri,54,united states,5
80288,toronto,ontario,44,canada,4
80289,halifax,nova scotia,27,canada,2
80301,rocklin,california,34,united states,3
80304,bristol,england,32,united kingdom,3
80314,wien,wien,20,austria,2
80322,lansdale,pennsylvania,27,united states,2
80323,versailles,kentucky,28,united states,2
80327,carrboro,north carolina,22,united states,2
80336,mississauga,ontario,31,canada,3
80357,loveland,colorado,31,united states,3
80365,ottawa,ontario,57,canada,5
80371,gold coast,queensland,50,australia,5
80372,speedway,indiana,17,united states,1
80375,ottawa,ontario,31,canada,3
80397,tonbridge,kent,36,united kingdom,3
80404,santa rosa,california,41,united states,4
80434,seattle,washington,45,united states,4
80453,overland park,kansas,24,united states,2
80466,miami,florida,23,united states,2
80469,berlin,berlin,56,germany,5
80477,blacksburg,virginia,39,united states,3
80480,albuquerque,new mexico,31,united states,3
80484,charleston,south carolina,22,united states,2
80490,puyallup,washington,15,united states,1
80495,mnchen,bavaria,37,germany,3
80497,chicago,illinois,26,united states,2
80503,shaker hts,ohio,27,united states,2
80506,edmonton,alberta,32,canada,3
80510,knoxville,tennessee,24,united states,2
80512,cambridge,cambridgeshire,23,united kingdom,2
80515,downers grove,illinois,30,united states,3
80516,columbus,ohio,36,united states,3
80532,riverview,new brunswick,57,canada,5
80535,san francisco,california,26,united states,2
80538,lisboa,lisboa,32,portugal,3
80547,maple ridge,british columbia,34,canada,3
80555,warminster,wiltshire,20,united kingdom,2
80561,minneapolis,minnesota,48,united states,4
80565,columbia,maryland,25,united states,2
80583,cologne  kln,nordrheinwestfalen,45,germany,4
80597,lund,skne,29,sweden,2
80603,barcelona,barcelona,31,spain,3
80623,reno,nevada,44,united states,4
80625,overath,nordrheinwestfalen,24,germany,2
80631,frankfurt,hessen,20,germany,2
80633,round rock,texas,36,united states,3
80640,forestville,maryland,15,united states,1
80642,st louis,missouri,43,united states,4
80644,springfield,usa,35,united states,3
80653,ramstein,rheinlandpfalz,25,germany,2
80669,vancouver,british columbia,20,canada,2
80672,seattle,washington,52,united states,5
80676,menlo park,california,13,united states,1
80677,walnut creek,california,41,united states,4
80680,farmington,new mexico,55,united states,5
80683,new castle,delaware,27,united states,2
80684,hillsboro,oregon,52,united states,5
80690,austin,texas,21,united states,2
80691,withcott,queensland,58,australia,5
80692,bradenton,florida,42,united states,4
80693,urbana,illinois,25,united states,2
80699,oakland,california,25,united states,2
80719,baytown,texas,27,united states,2
80724,novato,california,36,united states,3
80727,hamburg,hamburg,37,germany,3
80737,white river junction,vermont,31,united states,3
80738,victoria,british columbia,37,canada,3
80749,seattle,washington,21,united states,2
80754,duisburg,nordrheinwestfalen,26,germany,2
80766,llandudno,wales,17,united kingdom,1
80770,langley,british columbia,44,canada,4
80771,vancouver,washington,23,united states,2
80776,portland,oregon,65,united states,6
80779,ottawa,ontario,62,canada,6
80781,hamburg,hamburg,27,germany,2
80785,west vancouver,british columbia,25,canada,2
80795,columbia,south carolina,26,united states,2
80800,new brunswick,new jersey,20,united states,2
80803,paris,ile de france,27,france,2
80806,lakewood,new mexico,64,united states,6
80810,warrensburg,missouri,33,united states,3
80820,concord,california,34,united states,3
80826,middleburg,virginia,41,united states,4
80837,fort myers,florida,34,united states,3
80841,peachtree city,georgia,51,united states,5
80844,quito,pichincha,31,ecuador,3
80891,madrid,madrid,42,spain,4
80908,lleida,catalunya,30,spain,3
80911,gondomar,porto,20,portugal,2
80929,torrance,california,21,united states,2
80940,seattle,washington,53,united states,5
80945,freiburg,badenwrttemberg,46,germany,4
80949,arlington,massachusetts,43,united states,4
80954,chicago,illinois,34,united states,3
80980,stockholm,stockholm,32,sweden,3
80995,cbs,newfoundland,23,canada,2
80996,san diego,california,35,united states,3
80998,lexington,massachusetts,54,united states,5
81011,sacramento,california,35,united states,3
81014,stuttgart,badenwuerttemberg,47,germany,4
81015,saskatoon,saskatchewan,15,canada,1
81020,seattle,washington,47,united states,4
81032,bradenton,florida,35,united states,3
81033,guadalajara,jalisco,17,mexico,1
81045,tigard,oregon,60,united states,6
81048,west haven,connecticut,32,united states,3
81050,webster groves,missouri,24,united states,2
81051,mascoutah,illinois,39,united states,3
81059,berlin,berlin,38,germany,3
81064,colton,california,44,united states,4
81068,san francisco,california,23,united states,2
81074,chicago,illinois,31,united states,3
81078,holden,massachusetts,60,united states,6
81082,danbury,connecticut,56,united states,5
81083,bainbridge island,washington,56,united states,5
81084,forked river,new jersey,34,united states,3
81086,venice,florida,35,united states,3
81087,toronto,ontario,31,canada,3
81088,romsey,hampshire,18,united kingdom,1
81103,elizabeth city,north carolina,31,united states,3
81121,chesterfield,missouri,51,united states,5
81128,dsseldorf,nordrheinwestfalen,44,germany,4
81135,chelsea,michigan,29,united states,2
81136,prescott,arizona,41,united states,4
81138,charlottetown,prince edward island,30,canada,3
81151,st louis,missouri,28,united states,2
81153,london,england,27,united kingdom,2
81154,frederick,maryland,37,united states,3
81157,munich,badenwuerttemberg,41,germany,4
81194,cologne  kln,nordrheinwestfalen,36,germany,3
81197,calgary,alberta,56,canada,5
81207,maia,porto,20,portugal,2
81211,oldenburg,niedersachsen,28,germany,2
81212,louisville,kentucky,56,united states,5
81215,grosse pointe farms,michigan,16,united states,1
81216,lake jackson,texas,40,united states,4
81218,san francisco,california,42,united states,4
81226,hong kong,na,45,hong kong,4
81230,sioux falls,south dakota,41,united states,4
81234,st louis,missouri,14,united states,1
81237,state college,pennsylvania,35,united states,3
81247,estoril,lisbon,50,portugal,5
81249,toronto,ontario,34,canada,3
81256,senago,milan,22,italy,2
81263,shanghai,shanghai,17,china,1
81268,minden,nordrheinwestfalen,37,germany,3
81274,london,england,28,united kingdom,2
81279,ottawa,ontario,30,canada,3
81292,beaverton,oregon,22,united states,2
81298,savannah,georgia,20,united states,2
81303,waterloo,iowa,26,united states,2
81306,sioux falls,south dakota,23,united states,2
81311,anchorage,alaska,42,united states,4
81318,cambridge,massachusetts,25,united states,2
81322,south bend,indiana,34,united states,3
81324,coxsackie,new york,42,united states,4
81329,canton,ohio,30,united states,3
81331,lead,south dakota,28,united states,2
81332,rochester,michigan,50,united states,5
81352,cape coral,florida,22,united states,2
81353,wichita,kansas,32,united states,3
81357,ithaca,new york,32,united states,3
81359,calgary,alberta,20,canada,2
81360,brampton,ontario,47,canada,4
81361,leonard,texas,13,united states,1
81368,mesa,arizona,28,united states,2
81370,noblesville,indiana,35,united states,3
81373,cedar city,utah,43,united states,4
81378,dortmund,nordrheinwestfalen,46,germany,4
81385,denver,colorado,16,united states,1
81386,quemado,new mexico,37,united states,3
81391,ashland,virginia,40,united states,4
81393,byron,minnesota,29,united states,2
81394,vancouver,british columbia,43,canada,4
81399,yellville,arkansas,24,united states,2
81404,olympia,washington,50,united states,5
81406, sankt augustin,nordrheinwestfalen,53,germany,5
81412,northford,connecticut,24,united states,2
81415,ulm,badenwuerttemberg,23,germany,2
81418,plymouth,massachusetts,37,united states,3
81434,boise,idaho,31,united states,3
81443,reserve,new mexico,17,united states,1
81446,mount pearl,newfoundland,45,canada,4
81447,douglasville,georgia,37,united states,3
81456,victoria,british columbia,31,canada,3
81458,aldergrove,british columbia,34,canada,3
81459,ofallon,missouri,56,united states,5
81460,sandpoint,idaho,31,united states,3
81466,collegeville,pennsylvania,29,united states,2
81475,glasgow,scotland,55,united kingdom,5
81477,pottstown,pennsylvania,25,united states,2
81481,hckeswagen,nordrheinwestfalen,34,germany,3
81484,tempe,arizona,21,united states,2
81490,ottawa,ontario,58,canada,5
81499,fort wayne,indiana,62,united states,6
81517,north richland hills,texas,47,united states,4
81519,st louis,missouri,30,united states,3
81531,olympia,washington,15,united states,1
81540,austin,texas,35,united states,3
81551,duluth,minnesota,23,united states,2
81560,christchurch,canterbury,31,new zealand,3
81564,silver spring,maryland,46,united states,4
81565,chesnee,south carolina,59,united states,5
81566,london,england,29,united kingdom,2
81570,salt lake city,utah,35,united states,3
81573,bellevue,washington,38,united states,3
81578,kannapolis,north carolina,32,united states,3
81580,bath,maine,57,united states,5
81581,portland,oregon,35,united states,3
81587,wellington,na,48,new zealand,4
81592,pinos altos,new mexico,39,united states,3
81596,bradenton,florida,45,united states,4
81597,wichita,kansas,38,united states,3
81609,carrollton,kentucky,57,united states,5
81610,garden valley,california,67,united states,6
81611,jacksonville,north carolina,45,united states,4
81612,weatherford,texas,18,united states,1
81617,frostproof,florida,47,united states,4
81619,surrey,british columbia,30,canada,3
81633,cambria,california,23,united states,2
81637,gerroa,new south wales,66,australia,6
81639,hughes springs,texas,32,united states,3
81646,london,england,36,united kingdom,3
81654,reading,michigan,46,united states,4
81655,westford,new york,49,united states,4
81659,breslau,ontario,54,canada,5
81669,providence,rhode island,28,united states,2
81672,york,pennsylvania,59,united states,5
81674,carver,minnesota,52,united states,5
81675,fitchburg,wisconsin,49,united states,4
81679,konstanz,badenwuerttemberg,40,germany,4
81689,fuenlabrada,madrid,19,spain,1
81699,alameda,california,25,united states,2
81702,royal oak,michigan,16,united states,1
81703,lillehem,nord,20,france,2
81705,kln,nordrheinwestfalen,32,germany,3
81706,hamburg,hamburg,54,germany,5
81710,turangi,na,60,new zealand,6
81715,kirksville,missouri,34,united states,3
81727,richmond,virginia,19,united states,1
81731,st johns,newfoundland,39,canada,3
81734,albuquerque,new mexico,34,united states,3
81735,fairlawn,ohio,38,united states,3
81737,hackettstown,new jersey,36,united states,3
81741,somerset,massachusetts,19,united states,1
81753,weybridge,vermont,70,united states,7
81758,philadelphia,pennsylvania,30,united states,3
81760,orangeville,ontario,19,canada,1
81766,roswell,georgia,33,united states,3
81769,pittsburgh,pennsylvania,33,united states,3
81772,alexandria,minnesota,35,united states,3
81781,cheltenham,gloucestershire,47,united kingdom,4
81786,st louis,missouri,57,united states,5
81788,adelaide,south australia,49,australia,4
81793,oakland,california,26,united states,2
81795,sunnyvale,california,44,united states,4
81801,oslo,na,23,norway,2
81807,bern,bern,60,switzerland,6
81815,winter haven,florida,17,united states,1
81821,sarasota,florida,52,united states,5
81835,jupiter,florida,53,united states,5
81836,ralston,nebraska,32,united states,3
81841,flagstaff,arizona,21,united states,2
81844,logan,utah,40,united states,4
81845,preston,england,34,united kingdom,3
81848,springfield,illinois,35,united states,3
81854,palm bay,florida,22,united states,2
81855,horsham,west sussex,42,united kingdom,4
81863,denver,colorado,36,united states,3
81865,edmonton,alberta,27,canada,2
81870,tucson,arizona,22,united states,2
81879,somerville,massachusetts,67,united states,6
81883,solvay,new york,25,united states,2
81889,cedar grove,new jersey,62,united states,6
81893,manahawkin,new jersey,25,united states,2
81899,milwaukee,wisconsin,26,united states,2
81901,portland,oregon,43,united states,4
81906,deltona,florida,33,united states,3
81909,austin,texas,23,united states,2
81921,barcelona,catalunya,27,spain,2
81924,boulder,colorado,38,united states,3
81927,cincinnati,ohio,17,united states,1
81933,amherst,new york,44,united states,4
81938,pine grove,louisiana,31,st. helena,3
81950,wien,wien,23,austria,2
81953,staunton,virginia,36,united states,3
81955,towson,maryland,50,united states,5
81956,gainesville,florida,36,united states,3
81960,torquay,victoria,42,australia,4
81961,kanata,ontario,48,canada,4
81970,bonn,nordrheinwestfalen,26,germany,2
81971,guildford,na,37,united kingdom,3
81977,minneapolis,minnesota,34,united states,3
81980,roanoke,virginia,32,united states,3
81982,dortmund,nordrheinwestfalen,28,germany,2
81992,rochester,new york,49,united states,4
82001,west bolton,vermont,39,united states,3
82002,navarre,florida,22,united states,2
82003,timaru,south canterbury,36,new zealand,3
82046,inverness,florida,24,united states,2
82053,estero,florida,40,united states,4
82060,orlando,florida,55,united states,5
82080,new york,new york,44,united states,4
82082,sydney,new south wales,32,australia,3
82094,oklahoma city,oklahoma,50,united states,5
82101,rolla,missouri,45,united states,4
82102,delta,british columbia,20,canada,2
82110,south lake tahoe,california,42,united states,4
82111,lake oswego,oregon,22,united states,2
82114,fair oaks,california,26,united states,2
82116,burnaby,british columbia,43,canada,4
82123,nashville,tennessee,30,united states,3
82130,donostia,gipuzcoa,22,spain,2
82140,new orleans,louisiana,27,united states,2
82144,tampa,florida,22,united states,2
82145,virginia beach,virginia,44,united states,4
82146,fallston,maryland,17,united states,1
82147,hhr grenzhausen,rheinlandpfalz,46,germany,4
82154,ft myers,florida,31,united states,3
82156,palmetto,florida,44,united states,4
82157,flagstaff,arizona,41,united states,4
82164,oshawa,ontario,46,canada,4
82171,namur,namur,26,belgium,2
82174,gatineau,quebec,32,canada,3
82180,milwaukee,wisconsin,17,united states,1
82188,danvers,massachusetts,34,united states,3
82192,sydney,new south wales,14,australia,1
82194,bainbridge isl,washington,19,united states,1
82199,la grange,texas,29,united states,2
82200,sugar land,texas,56,united states,5
82220,tooele,utah,18,united states,1
82227,kangasala,pirkanmaa,40,finland,4
82229,akron,ohio,34,united states,3
82231,hickory withe,tennessee,41,united states,4
82244,holtonleclay,england,25,united kingdom,2
82247,muskegon,michigan,32,united states,3
82253,burbank,california,41,united states,4
82298,tavares,florida,35,united states,3
82308,eugene,oregon,25,united states,2
82317,brasilia,distrito federal,29,brazil,2
82326,bern,bern,26,switzerland,2
82330,norwood,louisiana,36,united states,3
82337,edlibach,zug,22,switzerland,2
82344,london,england,42,united kingdom,4
82346,morrisville,north carolina,24,united states,2
82356,new bern,north carolina,53,united states,5
82359,san francisco,california,75,united states,7
82371,london,lazio,24,united kingdom,2
82381,jacksonville,florida,67,united states,6
82391,villa park,illinois,41,united states,4
82392,mckinney,texas,29,united states,2
82394,barcelona,barcelona,33,spain,3
82398,park city,kansas,69,united states,6
82405,st louis,missouri,70,united states,7
82407,washington,dc,15,united states,1
82413,everett,washington,43,united states,4
82414,santa  cruz,california,56,united states,5
82423,newtown square,pennsylvania,38,united states,3
82426,carcavelos,lisboa,28,portugal,2
82431,pacoima,california,24,united states,2
82436,madrid,madrid,29,spain,2
82439,petaluma,california,31,united states,3
82446,carlsbad,california,36,united states,3
82481,panama city,florida,46,united states,4
82485,tampa,florida,39,united states,3
82487,spring hill,florida,33,united states,3
82488,orlando,florida,36,united states,3
82489,fort lauderdale,fort lauderdale,48,united states,4
82491,ft myers,florida,59,united states,5
82494,winter park,florida,62,united states,6
82497,yulee,florida,47,united states,4
82510,st louis,missouri,16,united states,1
82511,firenze,toscana,39,italy,3
82523,prince george,british columbia,44,canada,4
82537,lockport,new york,53,united states,5
82538,brisbane,queensland,34,australia,3
82550,carmichael,california,17,united states,1
82562,austin,texas,30,united states,3
82563,newmarket,ontario,51,canada,5
82565,grand rapids,michigan,33,united states,3
82572,west columbia,south carolina,51,united states,5
82578,brighton,michigan,18,united states,1
82587,saskatoon,saskatchewan,18,canada,1
82599,alexandria,virginia,26,united states,2
82600,elkhart,indiana,58,united states,5
82602,eugene,oregon,13,united states,1
82604,maui,hawaii,41,united states,4
82605,newburgh,new york,52,united states,5
82607,fleet,england,36,united kingdom,3
82608,chicago,illinois,29,united states,2
82609,newmarket,england,34,united kingdom,3
82617,san antonio,texas,30,united states,3
82621,brookfield,wisconsin,48,united states,4
82628,st charles,missouri,56,united states,5
82635,oviedo,florida,23,united states,2
82640,hope valley,england,32,united kingdom,3
82647,hope mills,north carolina,36,united states,3
82653,abilene,texas,53,united states,5
82657,beaverton,oregon,62,united states,6
82659,white bear township,minnesota,51,united states,5
82665,panama city,florida,32,united states,3
82666,gb,florida,32,united states,3
82673,new port richey,florida,23,united states,2
82678,jacksonville,florida,32,united states,3
82684,oberhausen,nordrheinwestfalen,46,germany,4
82685,enfield,north carolina,47,united states,4
82699,toronto,ontario,32,canada,3
82702,nottingham,england,17,united kingdom,1
82711,london,england,29,united kingdom,2
82720,escondido,california,33,united states,3
82721,solihull,west midlands,33,united kingdom,3
82743,birdsboro,pennsylvania,34,united states,3
82751,calgary,alberta,28,canada,2
82752,stuttgart,badenwuerttemberg,23,germany,2
82769,melbourne,victoria,25,australia,2
82776,des moines,iowa,28,united states,2
82783,ann arbor,michigan,36,united states,3
82785,beaverton,oregon,31,united states,3
82795,mariposa,california,23,united states,2
82796,st paul,minnesota,41,united states,4
82797,jacksonville,florida,27,united states,2
82800,homer glen,illinois,23,united states,2
82806,edmond,oklahoma,35,united states,3
82808,erskineville,new south wales,24,australia,2
82815,austin,texas,27,united states,2
82825,alexandria,virginia,38,united states,3
82826,lacey,washington,43,united states,4
82831,nashville,tennessee,21,united states,2
82839,fort worth,texas,59,united states,5
82840,philadelphia,pennsylvania,37,united states,3
82841,woodstock,illinois,45,united states,4
82842,lansdowne,pennsylvania,51,united states,5
82844,woodland park,colorado,33,united states,3
82845,telkwa,british columbia,47,canada,4
82854,los angeles,california,29,united states,2
82856,concord,michigan,40,united states,4
82859,seattle,washington,57,united states,5
82861,ventura,california,31,united states,3
82868,marietta,georgia,45,united states,4
82869,beaverton,oregon,66,united states,6
82877,san diego,california,27,united states,2
82879,howell,michigan,26,united states,2
82882,lucky me,alaska,27,united states,2
82884,antioch,california,26,united states,2
82885,fairburn,georgia,20,united states,2
82886,columbia,south carolina,51,united states,5
82888,detroit lakes,minnesota,45,united states,4
82893,san antonio,texas,40,united states,4
82898,havelock,north carolina,50,united states,5
82899,baton rouge,louisiana,45,united states,4
82901,sterling,virginia,30,united states,3
82903,charlestown,rhode island,44,united states,4
82905,cotati,california,64,united states,6
82907,los angeles,california,38,united states,3
82917,middlesex,vermont,33,united states,3
82923,singapore,na,54,singapore,5
82924,rome,georgia,21,united states,2
82925,memphis,tennessee,43,united states,4
82936,lanigan,saskatchewan,35,canada,3
82939,louisville,kentucky,34,united states,3
82942,lake forest,california,35,united states,3
82943,carrollton,texas,30,united states,3
82946,leeds,yorkshire,54,united kingdom,5
82955,apex,north carolina,33,united states,3
82958,hook,hampshire,33,united kingdom,3
82963,manassas,virginia,50,united states,5
82964,flower mound,texas,25,united states,2
82968,edmonton,alberta,32,canada,3
82974,north vernon,indiana,35,united states,3
82977,austin,texas,30,united states,3
82997,blacksburg,virginia,40,united states,4
82998,derry,new hampshire,44,united states,4
83001,kingston,ontario,21,canada,2
83009,charlottesville,virginia,53,united states,5
83011,oakville,ontario,25,canada,2
83013,calgary,alberta,46,canada,4
83016,aloha,oregon,32,united states,3
83021,schwaebisch gmuend,badenwuerttemberg,41,germany,4
83028,vienna,virginia,28,united states,2
83040,copenhagen,na,38,denmark,3
83041,farnborough,england,39,united kingdom,3
83042,austin,texas,44,united states,4
83043,springfield,ohio,28,united states,2
83046,allegan,michigan,15,united states,1
83069,beverley,east yorkshire,35,united kingdom,3
83077,delta,british columbia,27,canada,2
83084,santa rosa,california,28,united states,2
83090,seattle,washington,39,united states,3
83092,sylvania,ohio,32,united states,3
83096,lisboa,na,47,portugal,4
83109,montreal,quebec,30,canada,3
83110,wilmington,north carolina,45,united states,4
83112,cardinal,ontario,53,canada,5
83113,shrewsbury,england,30,united kingdom,3
83116,cambridge,massachusetts,33,united states,3
83125,malden,massachusetts,36,united states,3
83126,oviedo,florida,22,united states,2
83135,auburn,new york,29,united states,2
83152,cottonwood,arizona,55,united states,5
83156,richmond,virginia,59,united states,5
83157,olathe,colorado,26,united states,2
83160,oregon city,oregon,65,united states,6
83166,iowa city,iowa,44,united states,4
83178,austin,texas,52,united states,5
83186,norfolk,virginia,24,united states,2
83193,mt plesasant,south carolina,50,united states,5
83205,vancouver,british columbia,42,canada,4
83206,toronto,ontario,36,canada,3
83208,round rock,texas,21,united states,2
83212,chicago,illinois,40,united states,4
83214,charlotte,north carolina,48,united states,4
83228,corpus christi,texas,41,united states,4
83231,martinez,california,50,united states,5
83235,alsip,illinois,20,united states,2
83236,new york,new york,44,united states,4
83238,denpasar,bali,33,indonesia,3
83239,prince george,british columbia,21,canada,2
83248,silver spring,maryland,27,united states,2
83251,guelph,ontario,26,canada,2
83252,berkeley,california,63,united states,6
83258,preston,england,15,united kingdom,1
83260,glenview,illinois,68,united states,6
83265,baton rouge,louisiana,16,united states,1
83275,pensacola,florida,70,united states,7
83278,chilliwack,british columbia,59,canada,5
83279,san francisco,california,17,united states,1
83283,charlotte,north carolina,42,united states,4
83286,boulder,colorado,22,united states,2
83287,tulsa,oklahoma,45,united states,4
83303,beavercreek,oregon,23,united states,2
83306,new minas,nova scotia,69,canada,6
83313,liverpool,england,35,united kingdom,3
83314,lbeck,schleswigholstein,33,germany,3
83315,los angeles,california,26,united states,2
83319,drflingen,schaffhausen,18,switzerland,1
83322,boaz,alabama,36,united states,3
83323,denver,colorado,29,united states,2
83326,wells,maine,23,united states,2
83329,nan,na,17,austria,1
83333,prince george,british columbia,34,canada,3
83337,artesia,new mexico,33,united states,3
83345,b,id,45,united states,4
83346,gauley bridge,west virginia,35,united states,3
83349,tucson,arizona,62,united states,6
83355,north vancouver,british columbia,32,canada,3
83363,los angeles,california,34,united states,3
83366,north vancouver,british columbia,29,canada,2
83371,simi valley,california,55,united states,5
83377,wasilla,alaska,26,united states,2
83382,chapel hill,north carolina,24,united states,2
83383,san diego,california,67,united states,6
83390,leesburg,virginia,37,united states,3
83392,bradenton,florida,27,united states,2
83404,clinton,mississippi,14,united states,1
83405,apple valley,california,67,united states,6
83407,oakley,michigan,15,united states,1
83408,seattle,washington,53,united states,5
83428,baltimore,maryland,32,united states,3
83431,trenton,ontario,35,canada,3
83436,anderson,california,39,united states,3
83441,carrboro,north carolina,27,united states,2
83448,las vegas,nevada,27,united states,2
83457,mississauga port credit,ontario,32,canada,3
83461,ventura,california,47,united states,4
83469,sterling,virginia,28,united states,2
83473,gatineau,quebec,26,canada,2
83477,dsseldorf,na,33,germany,3
83493,tacoma,washington,31,united states,3
83496,westfield,new jersey,20,united states,2
83498,alburtis,pennsylvania,19,united states,1
83503,ludington,michigan,26,united states,2
83515,summerland,british columbia,45,canada,4
83516,seattle,washington,26,united states,2
83517,ponte vedra beach,florida,20,united states,2
83521,midvale,utah,34,united states,3
83528,belmont,ontario,50,canada,5
83529,foster city,california,76,united states,7
83539,vancouver,british columbia,32,canada,3
83542,campbell river,british columbia,31,canada,3
83543,ottawa,ontario,37,canada,3
83560,san diego,california,55,united states,5
83561,edison,new jersey,41,united states,4
83565,indianapolis,indiana,50,united states,5
83566,nantes,pays de loire,21,france,2
83567,london,england,40,united kingdom,4
83571,chula vista,california,41,united states,4
83572,seattle,washington,35,united states,3
83573,aventura,florida,38,united states,3
83579,adelaide,south australia,33,australia,3
83584,butler,wisconsin,32,united states,3
83587,paramount,california,16,united states,1
83589,mukilteo,washington,62,united states,6
83600,glcksstadt,schleswigholstein,32,germany,3
83611,holly springs,north carolina,42,united states,4
83616,arlington,washington,54,united states,5
83625,redding,california,18,united states,1
83627,pierrefonds,oise,24,france,2
83628,avalon,new jersey,46,united states,4
83637,raleigh,north carolina,57,united states,5
83646,covington,virginia,34,united states,3
83651,victoria,british columbia,18,canada,1
83666,boone,iowa,33,united states,3
83678,kingston,massachusetts,21,united states,2
83685,corvallis,oregon,17,united states,1
83690,swanton,vermont,36,united states,3
83698,red deer,alberta,62,canada,6
83700,painesville township,ohio,27,united states,2
83701,bertem,brabant,30,belgium,3
83720,wichita,kansas,26,united states,2
83726,ludwigshafen,rheinlandpfalz,44,germany,4
83730,n haledon,new jersey,37,united states,3
83736,peculiar,missouri,64,united states,6
83740,shelton,connecticut,20,united states,2
83742,nashville,tennessee,22,united states,2
83743,deal,england,30,united kingdom,3
83750,ocala,florida,48,united states,4
83754,las vegas,nevada,65,united states,6
83759,moncton,new brunswick,17,canada,1
83766,brantford,ontario,37,canada,3
83775,sunnyvale,california,51,united states,5
83776,chicago,illinois,33,united states,3
83778,athens,georgia,19,united states,1
83783,willmar,minnesota,19,united states,1
83803,staunton,virginia,26,united states,2
83828,san rafael,california,36,united states,3
83839,bloomington,indiana,67,united states,6
83842,famalico,famalico,33,portugal,3
83843,memphis,tennessee,55,united states,5
83853,oldenburg,niedersachsen,41,germany,4
83879,milan,lombardia,35,italy,3
83880,jena,thueringen,39,germany,3
83884,kempsey,new south wales,51,australia,5
83890,alamo,california,53,united states,5
83892,rochester,new york,29,united states,2
83895,napa,california,15,united states,1
83910,alicante,alicante,62,spain,6
83939,cuba,missouri,75,united states,7
83941,ephrata,pennsylvania,19,united states,1
83950,vercelli,piemonte,41,italy,4
83962,hallett cove,south australia,62,australia,6
83971,asheville,north carolina,59,united states,5
83982,ta xbiex,na,42,malta,4
83997,colorado springs,colorado,66,united states,6
83998,columbus,nebraska,28,united states,2
84001,westport,na,22,new zealand,2
84018,moline,illinois,56,united states,5
84024,abilene,texas,37,united states,3
84027,montreal,quebec,56,canada,5
84033,nova amrica,gois,20,brazil,2
84050,portland,oregon,23,united states,2
84086,casorate sempione,lombardia,32,italy,3
84095,palmdale,california,53,united states,5
84109,sydney,new south wales,37,australia,3
84111,charlotte,north carolina,36,united states,3
84119,fort quappelle,saskatchewan,68,canada,6
84122,ciudad real,castillala mancha,56,spain,5
84126,berlin,berlin,40,germany,4
84137,holualoa,hawaii,57,united states,5
84146,roermond,limburg,37,netherlands,3
84150,aurora,colorado,24,united states,2
84157,london,england,38,united kingdom,3
84164,annapolis,maryland,19,united states,1
84165,parkersburg,west virginia,49,united states,4
84168,edinburgh,scotland,44,united kingdom,4
84169,berlin,bayern,46,germany,4
84174,madison,wisconsin,27,united states,2
84178,ypsilanti,michigan,44,united states,4
84198,cincinnati,ohio,49,united states,4
84200,london,england,56,united kingdom,5
84201,philadelphia,pennsylvania,39,united states,3
84226,taos,new mexico,40,united states,4
84257,snohomish,washington,57,united states,5
84261,manchester,connecticut,43,united states,4
84266,essen,nordrheinwestfalen,31,germany,3
84269,prescott,iowa,28,united states,2
84284,monroe,ohio,54,united states,5
84287,portland,oregon,20,united states,2
84289,alexandria,virginia,22,united states,2
84292,beverly hills,florida,41,united states,4
84293,portland,oregon,44,united states,4
84294,panama city,florida,69,united states,6
84299,sewell,new jersey,42,united states,4
84301,cambridge,massachusetts,23,united states,2
84308,arnhem,gelderland,48,netherlands,4
84343,zrich,zrich,40,switzerland,4
84345,erbendorf,bavaria,38,germany,3
84348,dresden,sachsen,26,germany,2
84358,oberdorf,nidwalden,42,switzerland,4
84361,norwich,england,25,united kingdom,2
84399,gundelfingen,bayern,53,germany,5
84405,inver grove heights,minnesota,53,united states,5
84411,los angeles,california,15,united states,1
84418,krefeld,nordrheinwestfalen,29,germany,2
84421,mnchengladbach,nordrheinwestfalen,32,germany,3
84423,valencia,valencia,19,spain,1
84426,cherry,illinois,29,united states,2
84427,ballwin,missouri,58,united states,5
84429,frankfurt am main,hessen,31,germany,3
84435,portland,oregon,29,united states,2
84442,vancouver,british columbia,31,canada,3
84452,newfield,new york,52,united states,5
84457,danbury,connecticut,67,united states,6
84462,albuquerque,new mexico,30,united states,3
84465,st louis,missouri,27,united states,2
84476,sturgis,michigan,16,united states,1
84477,valencia,california,54,united states,5
84479,philadelphia,pennsylvania,25,united states,2
84492,omaha,nebraska,18,united states,1
84497,palmdale,california,31,united states,3
84507,deltona,florida,16,united states,1
84521,maidstone,kent,46,united kingdom,4
84524,perth,western australia,47,australia,4
84527,sterling,virginia,38,united states,3
