User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,User-City,User-State,User-Age,User-Country
252820,0345312260,5,garfield sit around hous,d jim,1983,b,montreal,quebec,33,canada
252820,0670872814,3,regul,b richard,1996,p,montreal,quebec,33,canada
252820,0060916613,5,put butter butterfli fearless investig illogi languag,d feldman,1990,p,montreal,quebec,33,canada
42597,0671869531,8,bondag,d patti,1994,n,san pedro,california,52,united states
42597,0345440129,7,two woman novel friendship,f marianne,2001,b,san pedro,california,52,united states
201470,0671869531,1,bondag,d patti,1994,n,preveza,preveza,34,greece
201470,0140033025,8,miguel street,n v,1993,p,preveza,preveza,34,greece
182838,0345446100,8,edg victori ii rebirth star war new jedi order book eight,g keyes,2001,e,cumberland,maryland,26,united states
182838,0553578790,8,vision futur star war hand thrawn book two,t zahn,1999,p,cumberland,maryland,26,united states
182838,0553574183,8,starfight adumar star war x wing book nine,a allston,1999,p,cumberland,maryland,26,united states
182838,0553578979,8,iron fist star war x wing seri book six,a allston,1998,b,cumberland,maryland,26,united states
182838,0553579037,8,isard reveng star war x wing seri book eight,m stackpole,1999,p,cumberland,maryland,26,united states
182838,0553575171,8,planet twilight star war random hous paperback,b hambly,1998,p,cumberland,maryland,26,united states
183061,0345446100,8,edg victori ii rebirth star war new jedi order book eight,g keyes,2001,e,manchester,connecticut,30,united states
183061,0671035959,6,soldier light,j lancie,1999,r,manchester,connecticut,30,united states
183061,034542848X,7,star star star war new jedi order book nine,d troy,2001,e,manchester,connecticut,30,united states
183061,0060936460,10,bitch hous twenti six woman tell truth sex solitud work motherhood marriag,c hanauer,2003,p,manchester,connecticut,30,united states
183061,0345428668,7,enemi line rebel dream star war new jedi order book eleven,a allston,2002,e,manchester,connecticut,30,united states
168438,0373075286,5,mclain law premier silhouett intim moment five hundr twenti eight,b kylie,1993,e,pulaski,virginia,60,united states
168438,0373224443,5,famili tie harlequin intrigu four hundr forti four,j wayne,1997,n,pulaski,virginia,60,united states
168438,0373078595,5,roman heart justic way intim moment eight hundr fifti nine,s sala,1998,e,pulaski,virginia,60,united states
168438,080198775X,5,robin diari,j pinsker,1995,e,pulaski,virginia,60,united states
168438,0373196350,10,doctor pregnant propos thunder clan,c donna,2002,e,pulaski,virginia,60,united states
168438,0373290276,5,last rogu histor four hundr twenti seven,d simmons,1998,n,pulaski,virginia,60,united states
168438,0373708564,5,found one son finder keeper harlequin superrom eight hundr fifti six,a caroline,1999,n,pulaski,virginia,60,united states
163759,0373076932,5,guard rain silhouett intim moment six hundr nineti three,b kylie,1996,e,abertillery,wales,37,united kingdom
163759,0373092644,5,midnight sun two silhouett special edit,j lisa,1985,e,abertillery,wales,37,united kingdom
163759,0373223188,5,till death u part forti three light st harlequin intrigu three thousand one hundr eighti seven,r york,1995,n,abertillery,wales,37,united kingdom
163759,0671025007,5,tunnel star dominion war book three star trek next gener,j vornholt,1998,ta,abertillery,wales,37,united kingdom
163759,0373099258,4,babi sake special woman silhouett special edit nine hundr twenti five,c rimmer,1994,e,abertillery,wales,37,united kingdom
163759,0373226039,6,privat vow edg intrigu six hundr three,s steward,2001,n,abertillery,wales,37,united kingdom
163759,084394305X,5,warrior ladi,b madeline,1997,e,abertillery,wales,37,united kingdom
163759,0671002597,5,battl line star trek voyag,d galanter,1999,ta,abertillery,wales,37,united kingdom
163759,0330253948,5,sparrow fall,s wilbur,1981,b,abertillery,wales,37,united kingdom
163759,0373226411,5,lassit law forti three light street mine keep harlequin intrigu six hundr forti one,r york,2001,n,abertillery,wales,37,united kingdom
163759,0373075774,5,old feel american hero wide open space silhouett intim moment seven thousand five hundr seventi seven,d judith,1994,e,abertillery,wales,37,united kingdom
163759,0373075898,5,defend american hero silhouett intim moment five hundr eighti nine,e kathleen,1994,e,abertillery,wales,37,united kingdom
163759,037309938X,5,famili home silhouett special edit nine hundr thirti eight,h tisha,1995,e,abertillery,wales,37,united kingdom
163759,0373225008,5,shatter lullabi harlequin intrigu five hundr,r york,1998,n,abertillery,wales,37,united kingdom
163759,0373243324,5,price honor wilder wyatt counti special edit one thousand three hundr thirti two,h reams,2000,e,abertillery,wales,37,united kingdom
163759,0671527037,5,furi scorn star trek next gener forti three,p sargent,1996,ta,abertillery,wales,37,united kingdom
163759,0671568310,5,infiltr star trek next gener book forti two,r w,1996,ta,abertillery,wales,37,united kingdom
54218,0373168705,8,virgin bride said wow lockhart texa harlequin american romanc eight hundr seventi,c thacker,2001,n,kaiserslautern,rheinlandpfalz,27,germany
54218,0373243685,8,expect bride come bride silhoett special edit one thousand three hundr sixti eight,b nikki,2000,e,kaiserslautern,rheinlandpfalz,27,germany
54218,0373196660,8,pregnant bo,c grace,2003,e,kaiserslautern,rheinlandpfalz,27,germany
252695,0373168705,7,virgin bride said wow lockhart texa harlequin american romanc eight hundr seventi,c thacker,2001,n,lincoln,nebraska,37,united states
252695,0375757295,9,persuas modern librari classic,a jane,2001,b,lincoln,nebraska,37,united states
252695,0312961677,7,center center,d shobin,1997,r,lincoln,nebraska,37,united states
252695,0553251910,7,harm way,a catherine,1985,b,lincoln,nebraska,37,united states
252695,0373031572,7,puls point harlequin romanc three thousand one hundr fifti seven,a heather,1991,n,lincoln,nebraska,37,united states
252695,0609601288,6,night train,a martin,1998,e,lincoln,nebraska,37,united states
252695,055321201X,9,secret garden,b h,1987,b,lincoln,nebraska,37,united states
252695,037327209X,7,tame jess jame outlaw hart silhouett intim moment one thousand one hundr thirti nine,r thayne,2002,e,lincoln,nebraska,37,united states
252695,0373244592,7,princess pregnant crown glori silhouett special edit one thousand four hundr fifti nine,l paige,2002,e,lincoln,nebraska,37,united states
252695,0802136745,6,minu man,l mccreary,1999,e,lincoln,nebraska,37,united states
252695,0380790424,8,purif ceremoni,m sullivan,1998,p,lincoln,nebraska,37,united states
252695,1551667282,4,silent wish,f stewart,2003,r,lincoln,nebraska,37,united states
252695,0449149005,7,decept clariti,a j,1994,w,lincoln,nebraska,37,united states
252695,0446612979,8,slow dollar deborah knott mysteri paperback,m maron,2003,w,lincoln,nebraska,37,united states
252695,0373195826,6,pursuit princess royal wed miss heir silhouett romanc one thousand five hundr eighti two,c donna,2002,e,lincoln,nebraska,37,united states
252695,037319594X,6,princ last royal wed miss heir silhouett romanc one thousand five hundr nineti four,c linz,2002,e,lincoln,nebraska,37,united states
252695,0804116113,7,california fire life,winslow,2001,b,lincoln,nebraska,37,united states
252695,0380713756,9,walk among tombston,b lawrence,1993,n,lincoln,nebraska,37,united states
252695,0446404594,8,bucket nut,c liza,1995,w,lincoln,nebraska,37,united states
187517,0373169191,7,blacksheep arrang marriag billion dollar braddock harlequin american romanc seri nine hundr nineteen,k whittenburg,2002,n,brooklyn,new york,28,united states
187517,0972848703,7,halcyon daze,o palmer,2003,e,brooklyn,new york,28,united states
187517,0373484704,8,sheik summer,m susan,2002,e,brooklyn,new york,28,united states
187517,0440234824,1,sibyl grave,c sarah,2001,p,brooklyn,new york,28,united states
187517,0553092537,5,miss joseph,e george,1993,b,brooklyn,new york,28,united states
187517,0061032476,5,twelv time bless,j mitchard,2004,r,brooklyn,new york,28,united states
187517,0380977583,8,heart seizur novel,b fitzhugh,2003,w,brooklyn,new york,28,united states
187517,0446612677,7,secret clan reiver bride secret clan,a scott,2003,w,brooklyn,new york,28,united states
187517,0312955421,7,whatev mother say incred true stori death destruct insid one ordinari famili st martin true crime librari,c wensley,1995,r,brooklyn,new york,28,united states
187517,1878067583,9,egalia daughter satir sex woman translat,b gerd,1995,e,brooklyn,new york,28,united states
187517,0373825072,8,arrowpoint tyler,e suzanne,1992,n,brooklyn,new york,28,united states
187517,037316937X,5,bachelor challeng deveraux legaci harlequin american romanc nine hundr thirti seven,c thacker,2002,n,brooklyn,new york,28,united states
187517,0312952376,9,summer fear,j parker,2004,r,brooklyn,new york,28,united states
198547,0373169191,6,blacksheep arrang marriag billion dollar braddock harlequin american romanc seri nine hundr nineteen,k whittenburg,2002,n,washington,dc,55,united states
198547,0446611166,10,inter offic male,j richards,2002,w,washington,dc,55,united states
198547,0373790333,5,watch midnight fantasi blaze twenti nine,e leto,2002,n,washington,dc,55,united states
93769,0373169566,10,alaskan sky harlequin american romanc nine hundr fifti six,c grace,2003,n,rochester,minnesota,74,united states
93769,0373711190,10,kelton rule kid,n peggy,2003,n,rochester,minnesota,74,united states
172030,0373291019,5,angel knight histor five hundr one,d hall,2000,n,rainsville,alabama,30,united states
172030,0843947896,8,outlaw jess outlaw,c mason,2000,e,rainsville,alabama,30,united states
172030,0812506685,7,torment,c lisa,1990,r,rainsville,alabama,30,united states
172030,0590026356,9,franklin thunderstorm franklin,b paulette,1998,l,rainsville,alabama,30,united states
172030,0505520419,9,embrac night,a ashley,1995,e,rainsville,alabama,30,united states
172030,0373271573,8,taylor temptat tall dark danger intim moment one thousand eighti seven,b suzanne,2001,e,rainsville,alabama,30,united states
172030,0373511280,9,dark obsess reader choic dreamscap,m stevens,2001,e,rainsville,alabama,30,united states
172030,0380781379,10,love seri,d shannon,1997,n,rainsville,alabama,30,united states
172030,0821758942,8,exquisit,j overfield,1998,n,rainsville,alabama,30,united states
172030,0373185111,9,dark secret request 3,r york,2002,n,rainsville,alabama,30,united states
172030,0843941502,8,flame,c mason,1997,e,rainsville,alabama,30,united states
204167,0373482957,4,tiger princ,b sandra,1994,e,watervliet,new york,30,united states
204167,0373802056,3,wizard ward luna,d hale,2004,l,watervliet,new york,30,united states
204167,0743410262,5,educ carolin sonnet book,c patricia,2001,p,watervliet,new york,30,united states
204167,0590424564,2,trick treat,c tankersley,1989,l,watervliet,new york,30,united states
204167,0515120014,4,indiscreet,b mary,1997,e,watervliet,new york,30,united states
54547,037370707X,6,texa standoff home ranch harlequin superrom seven hundr seven,s tom,1996,n,bismarck,missouri,36,united states
54547,1557739404,7,heaven earth diamond,b michelle,1993,n,bismarck,missouri,36,united states
194229,0449129047,10,walk beauti,g sabina,1989,w,las vegas,nevada,40,united states
194229,0345312104,9,follow river,a thom,1983,b,las vegas,nevada,40,united states
194229,0553256750,9,beach,d rainer,1986,b,las vegas,nevada,40,united states
28591,0553219510,8,loveswept three hundr long time come,b sandra,1988,w,michie,tennessee,33,united states
28591,0553584901,8,shadi ladi,e thornton,2004,b,michie,tennessee,33,united states
28591,0449006352,10,princ charm,f gaelen,2000,v,michie,tennessee,33,united states
28591,0440235936,2,reinvent romeo,c lane,2000,p,michie,tennessee,33,united states
28591,0373271204,8,everyth husband silhouett intim moment one thousand fifti,k templeton,2000,e,michie,tennessee,33,united states
28591,0373483716,6,morgan mercenari heart jaguar,l mckenna,1998,e,michie,tennessee,33,united states
28591,0060527048,5,marri duke,j maclean,2003,n,michie,tennessee,33,united states
28591,0312987277,7,kind wonder,c maureen,2003,r,michie,tennessee,33,united states
28591,0373092644,8,midnight sun two silhouett special edit,j lisa,1985,e,michie,tennessee,33,united states
28591,0373451636,7,love proxi men made america men made america thirteen,d palmer,1994,e,michie,tennessee,33,united states
28591,0380654903,7,fifti two pick,e leonard,1995,p,michie,tennessee,33,united states
28591,0440234581,7,enchant pleasur,e james,2002,p,michie,tennessee,33,united states
28591,0553585894,7,seduc get connect romanc,h madeline,2003,b,michie,tennessee,33,united states
28591,0671027425,7,water nymph,j michele,2001,p,michie,tennessee,33,united states
28591,0671799371,9,shade twilight,h linda,1996,p,michie,tennessee,33,united states
28591,0758204434,10,almost gentleman,p rosenthal,2003,b,michie,tennessee,33,united states
28591,0758205937,5,bad boy onlin,e mccarthy,2003,b,michie,tennessee,33,united states
28591,082177509X,5,favorit husband,m pam,2003,b,michie,tennessee,33,united states
28591,1551666871,10,hot pursuit,l suzann,2003,r,michie,tennessee,33,united states
28591,1551668572,3,forev,l miller,2001,r,michie,tennessee,33,united states
61854,0553219510,8,loveswept three hundr long time come,b sandra,1988,w,boulder city,nevada,32,united states
61854,0446326925,10,wild orchid,k robards,1986,w,boulder city,nevada,32,united states
61854,0373833423,10,lonesom cowboy heart texa,d macomber,1998,n,boulder city,nevada,32,united states
61854,0373833466,10,nell cowboy,d macomber,1998,n,boulder city,nevada,32,united states
61854,0373833474,10,lone star babi heart texa harlequin promo six,d macomber,1998,n,boulder city,nevada,32,united states
61854,0373833512,9,wait game,a krentz,1998,n,boulder city,nevada,32,united states
61854,0821746480,8,gift,c oday,1994,b,boulder city,nevada,32,united states
10532,0671025384,9,imzadi ii triangl star trek next gener,d peter,1999,ta,shipley,west yorkshire,29,united kingdom
10532,0373483872,8,deliv christma,h linda,1999,e,shipley,west yorkshire,29,united kingdom
100906,0671025384,7,imzadi ii triangl star trek next gener,d peter,1999,ta,seattle,washington,34,united states
100906,0553211234,8,pickwick paper,c dickens,1983,b,seattle,washington,34,united states
100906,0374453101,9,moominsumm mad,j tove,1992,f,seattle,washington,34,united states
100906,0671762680,3,dream hidden mean secret,orion,1983,e,seattle,washington,34,united states
100906,0380701502,7,door ocean,j slonczewski,1987,p,seattle,washington,34,united states
100906,0671551310,7,aveng star trek,s william,1998,ta,seattle,washington,34,united states
100906,0517884941,10,moosewood restaur low fat favorit flavor recip health meal,k pam,1996,p,seattle,washington,34,united states
100906,0316926116,9,vile bodi,e waugh,1999,b,seattle,washington,34,united states
100906,0446679208,9,child men,j p,2002,w,seattle,washington,34,united states
100906,038080896X,7,killer road,e james,1999,p,seattle,washington,34,united states
100906,0486275566,9,shoot dan mcgrew poem dover thrift edit,r w,1993,e,seattle,washington,34,united states
100906,0140430571,7,erewhon penguin english librari,b samuel,1970,p,seattle,washington,34,united states
100906,0671013882,8,famili markowitz,a goodman,1997,w,seattle,washington,34,united states
100906,0441157513,7,dshai,j rosenberg,1991,e,seattle,washington,34,united states
100906,0253200016,9,metamorphosi,ovid,1955,n,seattle,washington,34,united states
100906,038097438X,7,paradis fever grow shadow new age,p tompkins,1997,p,seattle,washington,34,united states
100906,048629093X,9,moll flander dover thrift edit,d defoe,1996,e,seattle,washington,34,united states
100906,0679736808,9,babel tower,byatt,1997,sa,seattle,washington,34,united states
100906,0517703394,8,brimston wed,b vine,1996,e,seattle,washington,34,united states
100906,0517065037,8,isaac asimov book fact three zero interest entertain fascin unbeliev unusu fantast fact,a isaac,1991,e,seattle,washington,34,united states
100906,0679727590,10,big book hell cartoon book,g matt,1990,e,seattle,washington,34,united states
100906,0836278739,6,test biographi q andrew mcmeel,k rieschick,1999,w,seattle,washington,34,united states
100906,1551114933,9,two error titl book sourcebook philosoph puzzl paradox problem,m robert,2002,w,seattle,washington,34,united states
100906,0679419810,3,strip teas,c hiaasen,1993,e,seattle,washington,34,united states
100906,207036805X,6,la nause,j sartre,2002,g,seattle,washington,34,united states
100906,0922915555,5,x rate bibl irrever survey sex scriptur,a edward,1999,e,seattle,washington,34,united states
100906,0192833944,8,monk oxford world classic,l matthew,1998,f,seattle,washington,34,united states
100906,015600464X,8,ex utero harvest book,f laurie,1996,e,seattle,washington,34,united states
100906,0394757610,10,rockaway vintag contemporari paperback,e jill,1988,sa,seattle,washington,34,united states
100906,1585421359,9,fast girl true victorian medic mysteri,m stacey,2002,p,seattle,washington,34,united states
100906,0060191546,7,life sign biolog star trek,j susan,1998,p,seattle,washington,34,united states
100906,0312890222,9,awaken northshor southshor,s tepper,1994,b,seattle,washington,34,united states
100906,0380719983,8,fatal attach,b robert,1994,p,seattle,washington,34,united states
100906,0449150380,6,hellion,b small,1997,v,seattle,washington,34,united states
100906,0517599104,8,new joy sex gourmet guid lovemak nineti joy sex seri,a comfort,1994,w,seattle,washington,34,united states
100906,0553096095,8,diamond age young ladi illustr primer,n stephenson,1995,b,seattle,washington,34,united states
100906,0553107046,7,saint leibowitz wild hors woman,m walter,1997,b,seattle,washington,34,united states
100906,0553268473,9,farthest shore earthsea trilog paperback,g ursula,1984,b,seattle,washington,34,united states
100906,0679418601,9,delux transit vampir handbook grammar innoc eager doom,e karen,1993,e,seattle,washington,34,united states
100906,0679724613,8,dictionari khazar vintag intern,m pavic,1989,n,seattle,washington,34,united states
100906,0679731180,9,origin satan,e pagels,1996,sa,seattle,washington,34,united states
100906,0679738290,9,virgin garden,byatt,1992,sa,seattle,washington,34,united states
100906,0811809692,9,pari hand,e karen,1996,n,seattle,washington,34,united states
100906,0812930576,9,new york time trivia quiz book web new york time quiz book,h ray,1999,e,seattle,washington,34,united states
100906,0894807633,10,sara midda south franc sketch book workman undat diari advent calendar,m sara,1990,w,seattle,washington,34,united states
100906,158574297X,8,twelv day terror definit investig one thousand nine hundr sixteen new jersey shark attack,f richard,2001,n,seattle,washington,34,united states
100906,158586059X,8,twist rope,m roberta,2002,e,seattle,washington,34,united states
100906,1887178384,9,woman bed new select stori,b gina,1997,p,seattle,washington,34,united states
65735,067178577X,8,thin air star trek new earth book five,k rusch,2000,ta,porthcawl,wales,37,united kingdom
86641,067178577X,9,thin air star trek new earth book five,k rusch,2000,ta,rison,arkansas,39,united states
86641,0671721372,9,man kzin war v,l niven,1992,b,rison,arkansas,39,united states
86641,0446604011,7,dreamfal,j vinge,1997,p,rison,arkansas,39,united states
86641,0345325664,9,annal heeche heeche saga book four,f pohl,1990,e,rison,arkansas,39,united states
86641,0345402944,9,priam len,c l,1999,e,rison,arkansas,39,united states
86641,0440220572,7,voic babylon five book one,j vornholt,1995,p,rison,arkansas,39,united states
86641,1893332004,7,earth alien,c walker,1999,w,rison,arkansas,39,united states
272273,0886778212,5,mob magic,b thomsen,1998,w,donald,oregon,37,united states
272273,0765302705,8,callahan con,r spider,2003,r,donald,oregon,37,united states
272273,0441805833,10,thief world,a robert,1984,p,donald,oregon,37,united states
272273,0451162412,7,light fantast discworld novel paperback,p terry,1989,c,donald,oregon,37,united states
272273,0441004873,5,wizard odd comic tale fantasi,h peter,1997,e,donald,oregon,37,united states
272273,0553580604,4,callahan key,r spider,2001,p,donald,oregon,37,united states
272273,0886775329,9,microcosm tale one hundr wondrou scienc fiction short short stori,a isaac,1992,w,donald,oregon,37,united states
4433,0385031386,8,irrat man studi existenti philosophi,b william,1962,n,ploiesti,prahova,17,romania
160062,0385031386,7,irrat man studi existenti philosophi,b william,1962,n,cheektowaga,new york,24,united states
160062,0679727779,5,sleep flame,c jonathan,1990,sa,cheektowaga,new york,24,united states
77629,8807814935,10,elianto,b stefano,1,n,torino,piemonte,37,italy
10199,1860463312,8,miss smilla feel snow,h peter,1997,h,eltham,victoria,17,australia
173906,1860463312,7,miss smilla feel snow,h peter,1997,h,berkeley,california,32,united states
164008,8477201447,1,el alquimista,c paulo,1996,im,madrid,madrid,26,spain
164008,8483107643,10,perfil fabula,a woody,2001,e,madrid,madrid,26,spain
164008,8433920057,8,factotum,b charles,1995,n,madrid,madrid,26,spain
164008,8420633410,9,el lobo estepario,h hesse,1967,n,madrid,madrid,26,spain
164008,847600060X,10,la metamorfosi,f kafka,2000,n,madrid,madrid,26,spain
164008,8433914553,8,ereccion eyaculacion exhibicion,b charles,1995,n,madrid,madrid,26,spain
4600,0060580208,10,held captiv kidnap rescu elizabeth smart,h maggie,2003,n,little rock,arkansas,32,united states
104098,0060580208,5,held captiv kidnap rescu elizabeth smart,h maggie,2003,n,regina,saskatchewan,26,canada
104098,0863694578,3,russel grant dream dictionari,g russell,1991,n,regina,saskatchewan,26,canada
4622,0553213342,5,sens sensibl bantam classic,a jane,1995,b,norfolk,virginia,18,united states
4622,0553251503,5,soulmat,j stearn,1990,b,norfolk,virginia,18,united states
4622,0688103324,5,know much geographi everyth need know world never learn,c kenneth,1992,p,norfolk,virginia,18,united states
4622,0964109964,9,front runner,n warren,1996,w,norfolk,virginia,18,united states
22521,0553213342,10,sens sensibl bantam classic,a jane,1995,b,montgomery,alabama,18,united states
22521,0812561627,6,farscap hous card farscap,d keith,2001,r,montgomery,alabama,18,united states
22521,0140368132,10,phantom opera puffin classic,g leroux,1994,p,montgomery,alabama,18,united states
22521,0451523172,9,four great comedi tame shrew midsumm night dream twelfth night tempest shakespear william work,s william,1989,n,montgomery,alabama,18,united states
128835,0553213342,10,sens sensibl bantam classic,a jane,1995,b,bellingham,washington,60,united states
128835,0345373537,10,dr dean ornish program revers heart diseas,d ornish,1992,b,bellingham,washington,60,united states
128835,0762101067,7,best sister crime,m wallace,1,p,bellingham,washington,60,united states
128835,039484825X,7,tooth book bright earli book twenti five,l theo,1981,e,bellingham,washington,60,united states
128835,0449131793,6,barrier island,j macdonald,1991,w,bellingham,washington,60,united states
128835,0553350005,9,none,a christie,1,b,bellingham,washington,60,united states
128835,0380690969,7,someth cat drag peter shandi mysteri,c macleod,1984,p,bellingham,washington,60,united states
128835,0590118897,9,bank plum creek,i wilder,1993,l,bellingham,washington,60,united states
128835,0684813025,9,citi life urban expect new world,r witold,1995,b,bellingham,washington,60,united states
128835,1559390476,6,buddhism american woman eye,k tsomo,1995,w,bellingham,washington,60,united states
128835,051737997X,9,agatha christi detect five complet novel murder vicarag dead man folli sad cypress toward zero n,a christie,1983,e,bellingham,washington,60,united states
128835,0671511440,8,roman numer two top ten list late night david letterman etterman,d letterman,1994,p,bellingham,washington,60,united states
128835,0020427107,8,white mountain,c john,1970,p,bellingham,washington,60,united states
128835,0060808934,9,skinwalk,h tony,1987,p,bellingham,washington,60,united states
128835,0679449116,9,danc dead jane whitefield novel,p thomas,1996,e,bellingham,washington,60,united states
128835,0688094082,8,golden orang,j wambaugh,1990,p,bellingham,washington,60,united states
65027,0553251503,5,soulmat,j stearn,1990,b,senecaville,ohio,32,united states
224366,0553251503,9,soulmat,j stearn,1990,b,kuala lumpur,kuala lumpur,33,malaysia
224366,0915811405,8,ordinari moment peac warrior guid daili life,d millman,1992,e,kuala lumpur,kuala lumpur,33,malaysia
224366,0712671056,5,feel fear anyway,j susan,1997,e,kuala lumpur,kuala lumpur,33,malaysia
25850,0688103324,8,know much geographi everyth need know world never learn,c kenneth,1992,p,mastic beach,new york,50,united states
25850,1559580968,9,wealthi barber everyon common sens guid becom financi independ,c david,1991,p,mastic beach,new york,50,united states
213197,0688103324,8,know much geographi everyth need know world never learn,c kenneth,1992,p,fremont,california,33,united states
213197,0520216202,8,asphalt nation automobil took america take back,h kay,1998,n,fremont,california,33,united states
132930,0964109964,7,front runner,n warren,1996,w,wokingham,england,29,united kingdom
132930,0425176614,7,nightswimm,j olshan,2000,b,wokingham,england,29,united kingdom
132930,0872169294,8,morgan pass,a tyler,1,p,wokingham,england,29,united kingdom
132930,0452272114,8,closet case novel,r rodi,1994,l,wokingham,england,29,united kingdom
132930,0804108862,7,slip life,a tyler,1992,v,wokingham,england,29,united kingdom
132930,1560231858,6,mete bound southern tier,j quinn,2001,n,wokingham,england,29,united kingdom
171950,0964109964,10,front runner,n warren,1996,w,syracuse,new york,27,united states
229041,0393321096,9,abyssinian novel,c rufin,2000,p,new york,new york,17,united states
238779,0393321096,8,abyssinian novel,c rufin,2000,p,brooklyn,new york,46,united states
4785,0812536509,8,pride lion celtic world morgan llywelyn,l morgan,1997,r,litchfield,connecticut,30,united states
4785,0812553993,8,lion ireland celtic world morgan llywelyn,l morgan,1996,r,litchfield,connecticut,30,united states
4785,1573245038,7,littl book let go revolutionari thirti day program cleans mind lift spirit replenish soul,h prather,2000,n,litchfield,connecticut,30,united states
236959,0812536509,8,pride lion celtic world morgan llywelyn,l morgan,1997,r,st louis,missouri,35,united states
236959,0451623762,7,odyssey,homer,1946,n,st louis,missouri,35,united states
236959,1570761450,6,knit definit knit cours complet step step techniqu stitch librari project home famili,b debbie,1999,e,st louis,missouri,35,united states
236959,0312952376,5,summer fear,j parker,2004,r,st louis,missouri,35,united states
236959,0688096999,7,chrysanthemum,h kevin,1991,w,st louis,missouri,35,united states
259629,0812536509,9,pride lion celtic world morgan llywelyn,l morgan,1997,r,carrollton,texas,51,united states
259629,0451527623,7,scarlet pimpernel signet classic paperback,b orczy,2000,n,carrollton,texas,51,united states
259629,0451185978,8,four past midnight novella four past midnight,k stephen,1995,w,carrollton,texas,51,united states
259629,0380703122,7,whirlwind,c james,1987,p,carrollton,texas,51,united states
259629,0312974922,7,rough draft thorn mysteri,h w,2001,r,carrollton,texas,51,united states
163554,0812553993,8,lion ireland celtic world morgan llywelyn,l morgan,1996,r,cambridge,ontario,35,canada
264152,0812553993,6,lion ireland celtic world morgan llywelyn,l morgan,1996,r,boston,massachusetts,32,united states
264152,0060931213,7,dreamland,b kevin,2000,r,boston,massachusetts,32,united states
264152,0931188911,3,time novel,m paula,1990,w,boston,massachusetts,32,united states
264152,0385301898,7,power witch,c laurie,1998,e,boston,massachusetts,32,united states
264152,0802135587,8,che guevara revolutionari life,a lee,1998,e,boston,massachusetts,32,united states
232271,1573245038,8,littl book let go revolutionari thirti day program cleans mind lift spirit replenish soul,h prather,2000,n,iowa city,iowa,46,united states
232271,0345329015,6,seven arrow,h storm,1985,b,iowa city,iowa,46,united states
232271,0525249249,5,hous without door,p straub,1990,p,iowa city,iowa,46,united states
4795,0440408652,10,miss may yearl newberi,c rylant,1993,n,rochester,new york,18,united states
215278,0440408652,5,miss may yearl newberi,c rylant,1993,n,anderson,california,54,united states
215278,0451406826,3,cant catch,r smith,1996,n,anderson,california,54,united states
4896,0439313899,10,convers god teen,d walsch,2002,l,ploiesti,prahova,18,romania
4896,0671704613,10,magic power self imag psycholog,m maltz,1989,p,ploiesti,prahova,18,romania
264525,0439313899,10,convers god teen,d walsch,2002,l,quezon city,manila,17,philippines
264525,0937295353,10,happi birthday samantha springtim stori american girl collect,t valerie,1987,p,quezon city,manila,17,philippines
264525,0698119738,10,ann frank,b cherie,2002,p,quezon city,manila,17,philippines
264525,0425169456,1,rich man tabl,s spencer,1999,b,quezon city,manila,17,philippines
264525,0517053616,10,complet work william shakespear,s william,1992,e,quezon city,manila,17,philippines
264525,0937295132,10,samantha learn lesson school stori american girl collect paper,a susan,1986,p,quezon city,manila,17,philippines
264525,0394741048,10,letter young poet,m rilke,1986,n,quezon city,manila,17,philippines
264525,0141003944,10,learn fli,b victoria,2002,p,quezon city,manila,17,philippines
264525,0140620249,7,woman white penguin popular classic,c wilkie,1994,p,quezon city,manila,17,philippines
234657,0671704613,7,magic power self imag psycholog,m maltz,1989,p,barlad,vaslui,25,romania
234657,0877282684,10,book thoth,a crowley,1981,w,barlad,vaslui,25,romania
234657,0892819049,10,pagan druid wiccan witch today,e hopman,2001,e,barlad,vaslui,25,romania
4938,0345336976,7,without feather,a woody,1990,b,charleston,south carolina,30,united states
4938,0451527038,10,call wild select stori signet classic paperback,j london,1998,n,charleston,south carolina,30,united states
102413,0345336976,10,without feather,a woody,1990,b,duesseldorf,nrw,26,germany
113519,0345336976,7,without feather,a woody,1990,b,pleasanton,california,57,united states
113519,0802115160,9,kitchen,b yoshimoto,1993,w,pleasanton,california,57,united states
113519,067003200X,8,aunt dimiti take holiday,a nancy,2003,n,pleasanton,california,57,united states
113519,1563053144,9,better book,b suzy,1992,w,pleasanton,california,57,united states
113519,0385050631,7,touch earth earth touch,h prather,1972,e,pleasanton,california,57,united states
113519,0553103474,8,strong woman stay young,e nelson,1997,b,pleasanton,california,57,united states
113519,0670703907,8,late night thought listen mahler ninth symphoni,l thomas,1983,p,pleasanton,california,57,united states
113519,067086045X,9,amen prayer bless around world,s slesin,1995,p,pleasanton,california,57,united states
113519,1401300596,8,breath live memoir,l rothenberg,2003,p,pleasanton,california,57,united states
113519,1562920332,8,tea time god quiet moment god,b honor,1996,r,pleasanton,california,57,united states
113519,1878257528,9,stop watch book everyday ordinari anybodi olymp,k press,1993,l,pleasanton,california,57,united states
266328,0451527038,7,call wild select stori signet classic paperback,j london,1998,n,roanoke,virginia,14,united states
266328,0689851863,10,school stori,a clements,2002,n,roanoke,virginia,14,united states
5037,0590433857,9,hello mallori,a martin,1988,l,dodge center,minnesota,26,united states
